"iso","scope","quintile","gender","population","population_perc","year_survey","pais_c","zone","sex","quintileipc","population_prc","ave_income_pc","max_income_pc","ave_hh_income","max_hh_income","access_water_piped_house__hh","access_water_piped_plot__hh","water_trucked__hh","water_on_premises__hh","water_distr__hh","consume_distr__hh","consume_other_max__hh","consume_other_min__hh","consume_bottled__hh","water_dist_daily__hh","water_dist_continuity_jmp__hh","improved_w_access_min__hh","improved_w_access_max__hh","access_water_piped_house_daily__hh","access_water_piped_plot_daily__hh","treat_water__hh","water_meter__hh","access_san_exclusive__hh","access_sewer__hh","access_septic__hh","access_latrine_min__hh","access_latrine_max__hh","access_sewer_exclusive__hh","access_septic_exclusive__hh","access_latrine_exclusive_min__hh","access_latrine_exclusive_max__hh","improved_san_min__hh","improved_san_max__hh","improved_san_min_exclusive__hh","improved_san_max_exclusive__hh","access_latrines_unimproved_min__hh","access_latrines_unimproved_max__hh","access_latrines_unimproved_exclusive_min__hh","no_sanitation_access__hh","name"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","all","1",NA,1410,4000,8380,43000,0.833,0.0257,NA,0.859,0.859,0.859,0.139,0,NA,NA,NA,0.859,0.998,NA,NA,NA,NA,0.967,0.619,0.263,0.0558,0.0558,0.602,0.256,0.0525,0.0525,0.938,0.938,0.91,0.910365666042618,0.0624883176367166,0.0624883176367166,0.0896343339573817,0.00538850369934959,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","all","2",NA,6190,8330,34600,115000,0.783,0.0391,NA,0.822,0.822,0.822,0.177,0,NA,NA,NA,0.822,0.999,NA,NA,NA,NA,0.932,0.479,0.355,0.0517,0.0517,0.454,0.346,0.0486,0.0486,0.885,0.885,0.848,0.84780614712988,0.114680005388913,0.114680005388913,0.15219385287012,0.0289545858460069,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","all","3",NA,10500,13500,55100,160000,0.841,0.0174,NA,0.858,0.858,0.858,0.141,0,NA,NA,NA,0.858,0.999,NA,NA,NA,NA,0.972,0.621,0.291,0.0152,0.0152,0.606,0.284,0.0146,0.0146,0.927,0.927,0.905,0.904654402195187,0.0730679232145333,0.0730679232145333,0.0953455978048126,0.00440650776141095,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","all","4",NA,17300,22900,72300,195000,0.893,0.00742,NA,0.901,0.901,0.901,0.0984,0,NA,NA,NA,0.901,0.999,NA,NA,NA,NA,0.984,0.698,0.243,0.00468,0.00468,0.687,0.24,0.00411,0.00411,0.945,0.945,0.931,0.9310714372999,0.054710406781673,0.054710406781673,0.0689285627001002,0.00080214650564383,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","all","5",NA,38200,1050000,118000,1050000,0.931,0.00402,NA,0.935,0.935,0.935,0.0651,0,NA,NA,NA,0.935,1,NA,NA,NA,NA,0.989,0.821,0.148,0.00114,0.00114,0.814,0.145,0.00114,0.00114,0.97,0.97,0.96,0.960484384068564,0.0299721151874043,0.0299721151874043,0.0395156159314357,0.0000424163346526617,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","all","total",0.92,12400,1050000,51300,1050000,0.856,0.0187,NA,0.875,0.875,0.875,0.124,0,NA,NA,NA,0.875,0.999,NA,NA,NA,NA,0.969,0.647,0.26,0.0257,0.0257,0.633,0.254,0.0242,0.0242,0.933,0.933,0.911,0.910873338416743,0.0669857982689923,0.0669857982689923,0.0891266615832574,0.00792007126734057,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","female","1",NA,1740,4000,10700,39000,0.835,0.0326,NA,0.868,0.868,0.868,0.128,0,NA,NA,NA,0.868,0.996,NA,NA,NA,NA,0.975,0.65,0.235,0.048,0.048,0.63,0.234,0.0476,0.0476,0.933,0.933,0.911,0.911211599830596,0.0673416840584299,0.0673416840584299,0.0887884001694039,0.0017189517849695,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","female","2",NA,6120,8330,33600,98000,0.724,0.0534,NA,0.778,0.778,0.778,0.221,0,NA,NA,NA,0.778,0.998,NA,NA,NA,NA,0.906,0.48,0.385,0.0405,0.0405,0.452,0.37,0.0377,0.0377,0.905,0.905,0.859,0.859046541066946,0.0952571844791744,0.0952571844791744,0.140953458933054,0.0459399430017719,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","female","3",NA,10600,13500,52700,160000,0.874,0.0221,NA,0.896,0.896,0.896,0.1,0,NA,NA,NA,0.896,0.996,NA,NA,NA,NA,0.965,0.66,0.279,0.0146,0.0146,0.637,0.271,0.0142,0.0142,0.954,0.954,0.922,0.921845259376152,0.0461222936750324,0.0461222936750324,0.0781547406238483,0.00150819858959076,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","female","4",NA,17200,22900,70600,172000,0.867,0.0105,NA,0.877,0.877,0.877,0.121,0,NA,NA,NA,0.877,0.998,NA,NA,NA,NA,0.982,0.651,0.283,0.00446,0.00446,0.638,0.279,0.00446,0.00446,0.938,0.938,0.922,0.921963235042701,0.0619022319013639,0.0619022319013639,0.0780367649572987,0.000669386295071791,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","female","5",NA,38000,300000,106000,600000,0.934,0.00458,NA,0.938,0.938,0.938,0.0612,0,NA,NA,NA,0.938,0.999,NA,NA,NA,NA,0.984,0.819,0.147,0.00129,0.00129,0.81,0.144,0.00129,0.00129,0.967,0.967,0.955,0.955013801171184,0.0325898353224842,0.0325898353224842,0.0449861988288161,0.0000715174817672991,"NA_2020"
NA,NA,NA,NA,45376763,NA,2020,"ARG","urban","female","total",0.372,11700,300000,46900,600000,0.843,0.0256,NA,0.868,0.868,0.868,0.129,0,NA,NA,NA,0.868,0.998,NA,NA,NA,NA,0.961,0.647,0.268,0.0228,0.0228,0.628,0.262,0.022,0.022,0.938,0.938,0.912,0.912147009834906,0.0618566556506003,0.0618566556506003,0.0878529901650939,0.0110297988662599,"NA_2020"
